Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Pretoria;Gauteng;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Healthy;Healthy;Discoloraiton;Secondary Fungi/Bacteria
Pretoria;Gauteng;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Healthy;Discoloration, Outer bark, Cambium;Dead;Fusarium circinatum
Pretoria;Gauteng;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Healthy, Few roots;Healthy;Discoloration, Outer bark, Cambium;Dead;Secondary Fungi/Bacteria
Pretoria;Gauteng;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Healthy;Discoloration, Cambium;Discoloraiton;Secondary Fungi/Bacteria
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Die-back;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, uter bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Discoloration, Outer bark;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Wel developed, Healthy;Discoloration, Outer bark;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;J-rooting;Discoloration, Oute bark;Discoloration, Outer bark;Die-back;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;J-rooting;Discoloration, Outer bark;Healthy;Wilted, Die-back;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Die-back;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Healthy;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium Screening
Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Die-back;Fusarium Screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Cut tip;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium;Alive;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Half dead;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Looks healthy but is rotten on inside with stem bark removed;Few roots, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;Fusarium circitum and Diploda screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Harare, Zimbabwe;;Pinus;taeda;Seeds;State ;Company;State ;None;None;None;None;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Looks ealthy;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;No leaves;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Dead;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back, wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back, wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;No leaves;J-rooting, Few roots;Discoloration, Outer bark;Healthy;Dead;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting;Discoloration, Outer bark;Healthy;Wilted, Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Looks healthy;J-rooting;Discoloration, Outer bark;Healthy;Alive;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back;Few roots;Discoloration, Outer bark;Healthy;Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Looks healthy;J-rooting, Few roots;Discoloration, Outer bark;Healthy;Alive;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Tip die-back;J-rooting, Few roots;Discoloration, Outer bark;Healthy;Wilted, Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back, wilted;J-rooting, Few roots;Discoloration, Outer bark;Dry;Wilted, Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Healthy;Discoloration, Outer bark;Healthy;Wilted, Die-back;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Die-back, wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Healthy;Healthy;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;3 diseased roots;No roots;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive, Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Dead;Discoloration, Outer bark, Between outer & iiner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Plant dead;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Wilted, Dead, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;Well developed, J-rooting, Dead;Discoloration, Outer bark, Between outer & iiner bark;Healthy;Wilted;Fusarium circitum screening
Tweedie;Kwazulu-Natal;Pinus hybrids;;Hedges;D;N;Wilted;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Between outer & iiner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;Fusarium circitum screening
Greytown;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;N;Leaf blight;None;None;None;None;Disease Alysis (Bacterial blight)
Greytown;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;N;Leaf blight;None;None;None;None;Disease Alysis (Bacterial blight)
Greytown;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;N;Leaf blight;None;None;None;None;Disease Alysis (Bacterial blight)
Greytown;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;N;Leaf blight;None;None;None;None;Disease Alysis (Bacterial blight)
Greytown;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;N;Leaf blight;None;None;None;None;Disease Alysis (Bacterial blight)
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Dead, wilted;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead;Fusarium screening (Pot trial)
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;Fusarium screening (Pot trial)
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Dead, wilted;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead;Fusarium screening (Pot trial)
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;Dead, wilted;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead;Fusarium screening (Pot trial)
