Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
Kwazulu-Natal;Pinus;;Seeds;;;;;;;;IdentifiedDiplodia;
Kwazulu-Natal;Pinus;;Seeds;;;;;;;;IdentifiedDiplodia;
Kwazulu-Natal;Pinus;;Seeds;;;;;;;;All samples tested negative for Fusarium ciricnatum;
D10 and C2;Eucalyptus;grandis;FSPwigs/Branches, Leaves/Needles;D;;;;;;;Isolated saprohytes & endophytes;
F14;Eucalyptus;GU W1830;Stems,FSPs, FSPwigs/Branches, Leaves/Needles;D;;Well developed, J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;;;;NoPhytophthora orPythium, Identified Enterobacter cowanii;
Western Cape;Corymbia;henryi;Soil,FSPeedlings/Cuttings;;F;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark, Cambium;Dead;;Causal agent was not identified, Isolated secondary fungi & bacterium;
Western Cape;Corymbia;henryi;Soil,FSPeedlings/Cuttings;;F;;;;;;Secondary fungi on MEA and 1/2 PDA;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;NoPhytophthora orPythium identified;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy ;Healthy;Alve;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Healthy;Healthy;Healthy;Alive;Healthy;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Discoloration;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Discoloration;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Discoloration;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Discoloration;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Western Cape;Pinus;radiata;Seedlings/Cuttings;;;Well developed, FSPoo moist;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Dull green;4 samples from 'healthy' batch and 5 samples from 'sick' tested positive for Fusarium ciricnatum;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;;;Well developed, Healthy, J-rooting, Plug bound;Healthy, In 3: Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Healthy;Alive;;Identified as Fusarium ciricnatumFSPRootFSP from the root collar & stem of 2 different samples;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;;;Well developed, J-rooting, Dead 10, Plug bound;Healthy;Healthy, Discoloration, In 10: Outer bark, Cambium, Between outer & inner bark,FSPapwood;Alive;;Identified as Fusarium ciricnatumFSPRootFSP from the root collar & stem of 2 different samples;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;;;Well developed, Healthy, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Healthy;Alive;;Identified as Fusarium ciricnatumFSPRootFSP from the root collar & stem of 2 different samples;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;;;;;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;;;;;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Wilting, Dry;Healthy;Healthy;Die-back;;no pathogens were identified, Isolated secondary fungi & bacterium;
Western Cape;Pinus;patula;Seedlings/Cuttings;A;;Wilting, Dry;Healthy;Healthy;;;no pathogens were identified, Isolated secondary fungi & bacterium;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Alive, Wilted, Discoloration;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer & inner bark;Healthy;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer & inner bark;Healthy;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted, Discoloration;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Dead, Discoloration;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Wilted;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Alive, Wilted, Discoloration;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Healthy;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;Identified as Fusarium ciricnatumFSPRoot;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Healthy;Discoloration, Outer bark, Between outer & inner bark;Healthy;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Healthy;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Cambium;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;;;Well developed, Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumorDiplodia;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Well developed, Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;J-rooting, Dead;Healthy;Healthy;Discoloration;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Healthy, J-rooting;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;J-rooting, Dead;Healthy;;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Well developed, Healthy;Healthy;Healthy;;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Well developed, Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
Mpumalanga;Pinus;patula;Seedlings/Cuttings;;F;Well developed, Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary fungi  & bacterium;
?;Pinus;patula;Stems;D;F;;;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer & inner bark,FSPapwood;;;No Fusarium ciricnatum circinatumcircinatum orDiplodea pinea;
;Cedrus;deodara;Stems, FSPwigs/Branches;D;;;;Discoloration, Cambium,FSPapwood;Alive;Discoloraion in cambium & sapwood;Identified Paraphaeoshaeria sp, Bacillus aryabhattai &  Epicoccum nigrum;
;Cedrus;deodara;Stems, FSPwigs/Branches;D;;;;;;;Die-back may be due to environmental factors & stress;
Gauteng;Pinus;patula;Seedlings/Cuttings;D;;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;J-rooting, Dead, Plug bound;Discoloration, Outer bark;Discoloration, Outer bark;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Gauteng;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Dead;;;Dead;;No Fusarium ciricnatum circinatumcircinatum, Isolated secondary/general fungi;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Few roots;Healthy;Healthy;Wilted;;No Fusarium ciricnatum circinatumcircinatum identified;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum identified;
Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Healthy;Healthy;Alive;;No Fusarium ciricnatum circinatumcircinatum identified;
